,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
33,"[152.05044097345132, -32.267507743362835]",20.181,0.088,103.0,10.0,253.153,85.365,Jump_8,2.3959,06:38:00,4,"[152.0254, -32.7298]","[69.125, 55.8125, 17.75, 10.75, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[37.0063, 39.0188, 15.7875, 8.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00']","[[-32.099976, 151.76001], [-32.11798, 151.77057], [-32.136047, 151.79175], [-32.072876, 151.69641], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10453,-117,0.1154,2021-12-09 06:38:00
34,"[151.57671039999994, -32.23248105454546]",2.362,3.138,46.0,9.0,111.687,76.185,Jump_4,2.6146,05:26:00,4,"[152.0254, -32.7298]","[69.0625, 223.25, 176.75, 165.9375, 51.4375, 64.75, 81.8125, 157.75, 85.8125, 41.5]","[47.3125, 110.7875, 82.4, 51.1875, 32.3125, 37.9, 49.275, 67.6875, 40.7125, 18.4062]","['05:30:00', '05:35:00', '05:40:00', '05:45:00', '05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00']","[[-32.216614, 151.64276], [-32.23468, 151.67456], [-32.243835, 151.73834], [-32.25287, 151.75952], [-32.010254, 151.88751], [-32.046265, 151.90869], [-32.25305, 151.87653], [-32.27112, 151.92969], [-32.27112, 151.96161], [-32.253174, 151.99347]]",10405,-69,0.1148,2021-12-09 05:26:00
35,"[151.79047482467527, -32.26263513636364]",7.887,0.788,131.0,23.0,346.853,252.985,Jump_5,2.64812,05:50:00,4,"[152.0254, -32.7298]","[51.4375, 64.75, 81.8125, 157.75, 85.8125, 41.5, 74.25, 25.0, 36.75, 50.3125, 69.125]","[32.3125, 37.7875, 49.25, 67.6875, 40.7125, 18.4062, 46.45, 12.25, 24.1312, 26.7688, 37.0063]","['05:50:00', '05:55:00', '06:00:00', '06:05:00', '06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00']","[[-32.010254, 151.88751], [-32.046265, 151.90869], [-32.25305, 151.87653], [-32.27112, 151.92969], [-32.27112, 151.96161], [-32.253174, 151.99347], [-32.253174, 152.01477], [-32.253174, 152.05731], [-32.05493, 151.72827], [-32.072998, 151.73883], [-32.099976, 151.76001]]",10420,-84,0.115,2021-12-09 05:50:00
36,"[151.90677984999994, -32.27490025909091]",5.805,2.078,198.0,22.0,487.308,150.305,Jump_6,2.64901,06:06:00,4,"[152.0254, -32.7298]","[85.8125, 41.5, 74.25, 25.0, 36.75, 50.3125, 69.125, 55.8125, 17.75, 10.75]","[40.7125, 18.4062, 47.1625, 12.25, 24.1312, 26.7688, 37.0063, 39.0188, 15.7875, 8.0]","['06:10:00', '06:15:00', '06:20:00', '06:25:00', '06:30:00', '06:35:00', '06:40:00', '06:45:00', '06:50:00', '06:55:00']","[[-32.27112, 151.96161], [-32.253174, 151.99347], [-32.253174, 152.01477], [-32.253174, 152.05731], [-32.05493, 151.72827], [-32.072998, 151.73883], [-32.099976, 151.76001], [-32.11798, 151.77057], [-32.136047, 151.79175], [-32.072876, 151.69641]]",10515,-179,0.1161,2021-12-09 06:06:00
37,"[152.05044097345132, -32.267507743362835]",20.181,0.088,103.0,10.0,253.153,85.365,Jump_7,2.3959,06:38:00,4,"[152.0254, -32.7298]","[69.125, 55.8125, 17.75, 10.75, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","[37.0063, 39.0188, 15.7875, 8.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']","['06:40:00', '06:45:00', '06:50:00', '06:55:00', '07:00:00', '07:05:00', '07:10:00', '07:15:00', '07:20:00', '07:25:00']","[[-32.099976, 151.76001], [-32.11798, 151.77057], [-32.136047, 151.79175], [-32.072876, 151.69641], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN']",10453,-117,0.1154,2021-12-09 06:38:00
38,"[152.54204999999996, -26.381873871428567]",2.168,4.743,67.0,3.0,380.09,50.943,Jump_0,3.04505,07:52:00,8,"[152.5768, -25.9574]","[69.3125, 30.125, 36.25, 32.6875, 6.8125, 11.8125, 'NaN', 6.75, 11.4375, 40.75]","[49.0188, 20.0625, 31.3875, 28.3375, 6.4188, 9.6625, 'NaN', 6.7125, 10.875, 34.375]","['07:55:00', '08:00:00', '08:05:00', '08:10:00', '08:15:00', '08:20:00', '08:25:00', '08:30:00', '08:35:00', '08:40:00']","[[-26.353088, 152.54669], [-26.32611, 152.57678], [-26.317139, 152.58685], [-26.317139, 152.57678], [-26.335144, 152.57678], [-26.344055, 152.45636], 'NaN', [-26.154907, 152.26624], [-26.317078, 152.46643], [-26.317078, 152.47644]]",11100,-6,0.1225,2021-12-09 07:52:00
39,"[152.1101945327103, -25.784389616822434]",14.021,0.173,79.0,28.0,376.62,685.136,Jump_3,2.7916,13:42:00,8,"[152.5768, -25.9574]","[5.4375, 5.5, 7.9375, 9.875, 8.9375, 7.0, 'NaN', 'NaN', 5.125, 11.125]","[5.325, 5.2, 5.9313, 7.4562, 8.3188, 5.4625, 'NaN', 'NaN', 4.9125, 9.1562]","['13:45:00', '13:50:00', '13:55:00', '14:00:00', '14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00']","[[-25.614197, 151.92853], [-25.77716, 152.2572], [-25.80426, 152.29712], [-25.813293, 152.31708], [-25.840332, 152.34698], [-25.858337, 152.35693], 'NaN', 'NaN', [-25.488586, 151.98901], [-25.506653, 152.00885]]",11126.0,-32.0,0.1228,2021-12-09 13:42:00
40,"[152.64765225951552, -29.83436664359864]",24.46,0.154,271.0,18.0,1147.876,329.35,Jump_2,2.08207,06:34:00,28,"[152.951, -29.622]","[262.4375, 312.0625, 70.375, 13.875, 22.0625]","[118.575, 141.3, 34.875, 10.45, 18.375]","['06:41:00', '06:51:00', '07:01:00', '07:11:00', '07:21:00']","[[-30.170471, 152.76373], [-29.738708, 152.71277], [-29.450989, 152.76508], [-30.170593, 152.95099], [-29.954773, 152.91986]]",10694.0,73.0,0.118,2021-12-09 06:34:00
41,"[152.7528590049875, -29.82459659102244]",25.738,0.193,381.0,20.0,1485.698,224.198,Jump_3,2.46413,06:48:00,28,"[152.951, -29.622]","[312.0625, 70.375, 13.875, 22.0625, 84.125]","[141.3, 34.875, 10.45, 18.375, 32.3188]","['06:51:00', '07:01:00', '07:11:00', '07:21:00', '07:31:00']","[[-29.738708, 152.71277], [-29.450989, 152.76508], [-30.170593, 152.95099], [-29.954773, 152.91986], [-29.45111, 152.982]]",10825.0,-58.0,0.1195,2021-12-09 06:48:00
42,"[153.1524260200002, -29.599221924000013]",56.136,0.025,225.0,25.0,1055.436,446.118,Jump_4,3.76639,07:18:00,28,"[152.951, -29.622]","[22.0625, 84.125, 39.625, 46.6875, 60.125]","[17.725, 35.7063, 20.6875, 25.9375, 28.15]","['07:21:00', '07:31:00', '07:41:00', '07:51:00', '08:01:00']","[[-29.954773, 152.91986], [-29.45111, 152.982], [-29.4151, 153.03357], [-29.388062, 153.10583], [-29.38794, 153.18842]]",10768.0,-1.0,0.1189,2021-12-09 07:18:00
43,"[153.07931570817115, -29.921547287937745]",33.101,0.075,222.0,35.0,995.279,612.33,Jump_5,3.11564,07:32:00,28,"[152.951, -29.622]","[38.1875, 34.4375, 33.875, 14.5625, 41.375]","[20.3438, 24.7625, 21.2812, 9.9, 19.05]","['07:41:00', '07:51:00', '08:01:00', '08:11:00', '08:21:00']","[[-29.478088, 153.04395], [-29.765747, 153.1582], [-30.287048, 152.6073], [-29.711365, 153.34448], [-29.70221, 153.39618]]",10671.0,96.0,0.1178,2021-12-09 07:32:00
44,"[153.16968760500006, -29.666772075000008]",44.021,0.066,356.0,44.0,1705.79,757.49,Jump_6,3.77864,07:40:00,28,"[152.951, -29.622]","[39.625, 46.6875, 60.125, 40.4375, 41.375]","[20.6875, 25.9375, 27.8125, 15.1625, 24.2375]","['07:41:00', '07:51:00', '08:01:00', '08:11:00', '08:21:00']","[[-29.4151, 153.03357], [-29.388062, 153.10583], [-29.38794, 153.18842], [-29.405884, 153.22974], [-29.70221, 153.39618]]",10767.0,0.0,0.1188,2021-12-09 07:40:00
